"x1","x2","x3","x4","x5","x6","x7","x8"
0.440053528640419,0.128676159307361,0.699757382739335,-0.695357671473175,-0.897335829678923,0.967346929945052,0.999145336914808,0.135778679512441
-0.196045736782253,-0.040138834156096,0.656792858149856,-0.131276082247496,0.0497707752510905,-0.958704399410635,-0.834265550598502,0.355327213648707
-0.5957783004269,0.73093747952953,-0.905631344765425,-0.588570075575262,0.934624895453453,0.509568002540618,0.0289479033090174,0.0615449086762965
-0.980298607144505,-0.722060918807983,0.914536853786558,0.128013782203197,-0.569237189367414,-0.752670658752322,0.912666891701519,-0.924122455529869
-0.411120759788901,0.220796957612038,0.820178645662963,0.947358013130724,0.759555552620441,0.936870714649558,-0.632627171929926,-0.914205727633089
0.823660523630679,-0.946244558319449,-0.389091377612203,-0.350245286244899,0.23403190029785,0.943330539856106,-0.501174891833216,0.948972396552563
-0.934222713578492,0.144728840328753,0.687552756164223,0.927676781080663,0.877089175861329,-0.840345772448927,0.0867332620546222,0.977633158676326
-0.39456519857049,0.989295206032693,-0.225172977428883,0.808237733319402,-0.6943324864842,-0.981231641024351,-0.874869251158088,-0.364924045745283
0.841198750305921,-0.877226938959211,0.986253800801933,-0.913812431041151,0.382744863629341,-0.855994225014001,0.382846239022911,-0.796247202903032
-0.18332579638809,-0.458336454816163,-0.980609568301588,0.924128765240312,-0.686071642208844,0.595179748255759,0.0223580081947148,0.0599564579315484
0.201896097511053,-0.11537910439074,0.0414278833195567,0.0857339897193015,-0.90691544720903,-0.032264715526253,-0.125524098984897,-0.874751969706267
0.924045196268708,-0.2398029435426,-0.742020521778613,0.674314711242914,0.13989985268563,0.6983503671363,0.923358929343522,-0.987797009758651
-0.00913705490529537,0.995053467806429,0.929907599464059,0.227984978817403,-0.480197341181338,-0.119368307292461,0.879029835108668,0.564904110971838
0.492741828784347,0.497131378855556,-0.893925322685391,-0.917412935756147,-0.861744489520788,-0.893621717579663,-0.754786000121385,0.872476438526064
-0.990065880119801,0.327206778805703,0.480468451976776,-0.877811105921865,-0.542555757798254,0.236224847380072,-0.544287960976362,-0.334706495981663
-0.44228161778301,-0.88659215439111,-0.0994194955565035,-0.899554024916142,0.620042422320694,-0.13752407534048,0.966778273694217,-0.389033618848771
0.832840444520116,-0.763800885993987,0.551748576108366,0.611267295200378,0.959843478165567,-0.0322133293375373,-0.836197062395513,-0.338202748913318
