"D","real_coefficients_prf_sum","noise_coefficients_prf_sum","coefficient_distance","linear_fit_distance","names","id"
0.0886305334503052,0.438877782005214,21.0350971046072,6.78846895614675,68.3477827024762,"Uniform Sample",1
0.0754705883103196,2.14342188899675,8.60838037884162,57.2890293597949,472.16531568024,"Biased Sample",1
0.0855522254060626,0.396614552146109,24.7256900461143,9.45020159475543,86.2684018573201,"Uniform Sample",2
0.0756815843310227,1.76396197539196,28.5561739874622,15.2543510678959,158.426926236241,"Biased Sample",2
0.0865871807834521,0.0903444810223052,26.4076899768757,4.2260733835392,46.2639443479947,"Uniform Sample",3
0.0756673205355215,2.03140452893004,15.180647386251,23.3800721782206,230.112379590077,"Biased Sample",3
0.0851701178039841,0.0344653152868807,16.265158510622,7.76681326511605,75.5526598925899,"Uniform Sample",4
0.0803627404507372,1.3280979743641,16.8916756520766,22.7066406940782,206.167001520028,"Biased Sample",4
0.0875470162806552,0.00425585604774974,20.1863240859751,5.39785555089037,55.6893285898719,"Uniform Sample",5
0.0774117447551004,3.02010066016194,27.9591075872156,18.0599300343594,172.812518427409,"Biased Sample",5
0.0863797557718429,0.222770273851827,34.3145910064514,3.83575768703497,43.044879678226,"Uniform Sample",6
0.0788641182583643,3.66190422823647,33.1402431840523,10.305356968425,97.2814464565372,"Biased Sample",6
0.0901172440939552,0.276083103631805,27.8294721991951,6.75415594002945,66.6358281246235,"Uniform Sample",7
0.0735055544265044,3.75221465135183,26.0531840158336,26.7978166930194,247.557063650642,"Biased Sample",7
0.0857133473603641,0.506900155852872,30.8905478815147,8.12842360201293,76.2105203688828,"Uniform Sample",8
0.0800570729366909,1.01050361603828,40.3686216562958,6.41153066344877,62.3220529994583,"Biased Sample",8
0.0880925549495164,0.181407888166721,28.6722866714631,6.03131771174728,56.0437111344521,"Uniform Sample",9
0.076329071323815,2.83022948167357,18.9016016120799,22.4083462319221,226.460759510943,"Biased Sample",9
0.0900971306220047,0.00852595878010055,25.6805903036279,3.53808952464115,43.780061937208,"Uniform Sample",10
0.0837725035505881,1.78729150976525,14.8661736159228,23.8686652562127,211.419893276412,"Biased Sample",10
0.0873423875941372,0.171072557154366,22.150731609506,6.04719537438576,64.5280064452088,"Uniform Sample",11
0.0802451626479236,4.52384818324471,17.4573307478049,23.9171747930494,208.618295398648,"Biased Sample",11
0.0874505987777891,0.0122153451682603,17.0034062711187,6.81839893091521,67.5828336185696,"Uniform Sample",12
