"D","real_coefficients_prf_sum","noise_coefficients_prf_sum","coefficient_distance","linear_fit_distance","linear_refit_distance","names","id"
0.0779797015004355,0.00881597511203773,50.4291638691389,2.60753368318917,32.00427549787,20.2482001206214,"Uniform Sample",1
0.0964790438099715,0.719860851091307,53.546839802101,5.93640061060875,72.9082590024873,103.14371775228,"Biased Sample",1
0.0776816051779062,0.00664318530854795,53.9465956080952,3.33339820571809,39.0789063730407,21.5636391540413,"Uniform Sample",2
0.0966107351635393,0.352854074156578,47.6299691887678,5.58983134358492,66.2448123668396,78.160146842887,"Biased Sample",2
0.0767268723191944,0.0108673655264233,43.2862815381447,3.35066439601382,42.9177942524186,68.9205967376576,"Uniform Sample",3
0.0988391250119328,0.880233364324169,58.421939938815,5.35243263046466,63.805195030882,91.2025896751447,"Biased Sample",3
0.0787773707554423,0.0360468944225965,66.935570615474,2.45518859836484,28.7074210655288,55.5219363927683,"Uniform Sample",4
0.0942969279634304,0.0967292311544193,67.7418345281996,2.96001745109987,40.8499865812306,20.803066039216,"Biased Sample",4
0.0800015805882435,0.00439648257511584,68.9299038771277,2.24386051462823,24.5228774932995,14.1430219592442,"Uniform Sample",5
0.0972054512072256,0.867877388171513,45.9294791634223,5.60422384482557,73.922420991647,20.5311919480687,"Biased Sample",5
0.0775988482175597,1.2171656940477e-05,42.4807341177615,2.28867353368393,28.2469402178952,22.8271675390779,"Uniform Sample",6
0.0968100433954211,0.142542130366665,43.0499859721075,7.89102259109016,95.9529104483231,79.8060221130876,"Biased Sample",6
0.0761385754471219,0.0001839310445712,25.8170763472544,5.65451982135129,68.642339341486,24.5009583001847,"Uniform Sample",7
0.102114269895027,0.00639598043611425,62.7459752120521,2.86128690787455,37.5363458520085,29.1845954595626,"Biased Sample",7
0.0765387628822191,0.144768215022669,59.1903475381595,2.8906638502585,30.3877258893155,18.7490168737337,"Uniform Sample",8
0.0975496102279397,0.150085728998937,51.8726515968424,5.08153220915751,67.0257889580774,17.619176068459,"Biased Sample",8
0.0769531787587265,0.0027515986589683,36.9911755569556,4.02973883255768,45.7615132558318,48.8905038274277,"Uniform Sample",9
0.0980978460885621,0.283040759202167,49.2879053596718,4.99752188067849,62.5982563203804,53.6668050692445,"Biased Sample",9
0.0754068481773733,0.0619006723139371,54.4648847092503,2.79862302590055,35.5126031360321,158.522338678134,"Uniform Sample",10
0.0973891925827203,0.644381412973822,61.1651333876563,5.26522381821766,68.1303819675695,115.74632555145,"Biased Sample",10
0.07898447065595,0.00146510966357974,35.1402241967091,4.17866346564631,47.696076274892,18.1943585870217,"Uniform Sample",11
0.0963475476290974,0.153746931457744,44.3324372704439,5.19661113535828,65.4033201593272,17.6313248212722,"Biased Sample",11
0.077423515200047,0.000837284398628764,52.5619864981886,2.57129162793115,29.2331621559779,24.5515642579834,"Uniform Sample",12
0.097557212573773,0.0631315230860649,72.515964423723,2.54022733939672,32.7533866369061,21.0547506722597,"Biased Sample",12
0.0763604563347366,0.0334370719231825,49.2997981115548,3.62897144540471,45.8203546466012,22.9582970135072,"Uniform Sample",13
0.0982903387897634,0.828103481477247,69.6790287705622,3.84980357199689,52.5460297029331,119.617878304912,"Biased Sample",13
0.0758640861376475,0.00504463710579119,62.165190523166,2.46904621746096,30.1074204672903,20.0672953855563,"Uniform Sample",14
0.0981693719396654,0.0239382165634834,21.4679094134045,9.97566532107275,123.583321131215,26.1024474254527,"Biased Sample",14
0.0765613107127048,0.00513819601738062,41.376033638795,2.98989232776837,34.0201546176209,42.5088516015389,"Uniform Sample",15
